店舗ID,店舗名,部門ID,部門名,日付,売上金額,客数,個数
S002,大阪支店,D007,文具,2025-01-10,141807,139,240
S002,大阪支店,D008,家電,2025-01-10,127111,102,267
S002,大阪支店,D009,玩具,2025-01-10,135636,114,330
S002,大阪支店,D010,雑貨,2025-01-10,119561,92,294
S003,名古屋支店,D001,食品,2025-01-10,94343,118,269
S003,名古屋支店,D002,飲料,2025-01-10,174059,27,300
S003,名古屋支店,D003,菓子,2025-01-10,132338,119,213
S003,名古屋支店,D004,日用品,2025-01-10,144164,88,361
S003,名古屋支店,D005,衣類,2025-01-10,101680,128,243
S003,名古屋支店,D006,化粧品,2025-01-10,178532,99,283
S003,名古屋支店,D007,文具,2025-01-10,115766,90,306
S003,名古屋支店,D008,家電,2025-01-10,127904,100,277
S003,名古屋支店,D009,玩具,2025-01-10,173942,73,283
S003,名古屋支店,D010,雑貨,2025-01-10,93171,101,214
S004,福岡支店,D001,食品,2025-01-10,109196,100,232
S004,福岡支店,D002,飲料,2025-01-10,117783,137,348
S004,福岡支店,D003,菓子,2025-01-10,223118,98,419
S004,福岡支店,D004,日用品,2025-01-10,186688,101,346
S004,福岡支店,D005,衣類,2025-01-10,171597,101,288
S004,福岡支店,D006,化粧品,2025-01-10,178648,88,220
S004,福岡支店,D007,文具,2025-01-10,116619,115,317
S004,福岡支店,D008,家電,2025-01-10,190673,73,369
S004,福岡支店,D009,玩具,2025-01-10,144092,81,307
S004,福岡支店,D010,雑貨,2025-01-10,169885,90,297
S005,札幌支店,D001,食品,2025-01-10,191250,109,323
S005,札幌支店,D002,飲料,2025-01-10,178716,115,337
S005,札幌支店,D003,菓子,2025-01-10,228555,96,344
S005,札幌支店,D004,日用品,2025-01-10,126396,122,265
S005,札幌支店,D005,衣類,2025-01-10,104649,97,330
S005,札幌支店,D006,化粧品,2025-01-10,115401,59,205
S005,札幌支店,D007,文具,2025-01-10,173508,111,276
S005,札幌支店,D008,家電,2025-01-10,210127,76,355
S005,札幌支店,D009,玩具,2025-01-10,127411,104,320
S005,札幌支店,D010,雑貨,2025-01-10,110681,109,170
S001,東京本店,D001,食品,2025-01-11,285593,175,529
S001,東京本店,D002,飲料,2025-01-11,349652,154,465
S001,東京本店,D003,菓子,2025-01-11,269633,131,366
S001,東京本店,D004,日用品,2025-01-11,406268,102,489
S001,東京本店,D005,衣類,2025-01-11,443675,142,530
S001,東京本店,D006,化粧品,2025-01-11,347657,118,445
S001,東京本店,D007,文具,2025-01-11,414037,157,475
S001,東京本店,D008,家電,2025-01-11,305460,158,481
S001,東京本店,D009,玩具,2025-01-11,305684,142,414
S001,東京本店,D010,雑貨,2025-01-11,345251,153,451
S002,大阪支店,D001,食品,2025-01-11,302623,180,406
S002,大阪支店,D002,飲料,2025-01-11,402609,191,464
S002,大阪支店,D003,菓子,2025-01-11,306993,189,405
S002,大阪支店,D004,日用品,2025-01-11,553503,153,619
S002,大阪支店,D005,衣類,2025-01-11,414071,155,538
S002,大阪支店,D006,化粧品,2025-01-11,321546,177,372
S002,大阪支店,D007,文具,2025-01-11,277718,193,327
S002,大阪支店,D008,家電,2025-01-11,346365,157,535
S002,大阪支店,D009,玩具,2025-01-11,319241,131,449
S002,大阪支店,D010,雑貨,2025-01-11,475892,158,501
S003,名古屋支店,D001,食品,2025-01-11,459636,146,502
S003,名古屋支店,D002,飲料,2025-01-11,349094,154,520
S003,名古屋支店,D003,菓子,2025-01-11,351108,163,414
S003,名古屋支店,D004,日用品,2025-01-11,317749,171,458
S003,名古屋支店,D005,衣類,2025-01-11,307922,148,448
S003,名古屋支店,D006,化粧品,2025-01-11,296087,144,438
S003,名古屋支店,D007,文具,2025-01-11,413310,120,472
S003,名古屋支店,D008,家電,2025-01-11,187648,169,328
S003,名古屋支店,D009,玩具,2025-01-11,415204,139,459
S003,名古屋支店,D010,雑貨,2025-01-11,507182,112,565
S004,福岡支店,D001,食品,2025-01-11,290961,146,407
S004,福岡支店,D002,飲料,2025-01-11,290400,188,374
S004,福岡支店,D003,菓子,2025-01-11,342747,200,564
S004,福岡支店,D004,日用品,2025-01-11,439834,159,483
S004,福岡支店,D005,衣類,2025-01-11,414449,104,534
S004,福岡支店,D006,化粧品,2025-01-11,325670,123,435
S004,福岡支店,D007,文具,2025-01-11,233341,132,287
S004,福岡支店,D008,家電,2025-01-11,442309,127,501
S004,福岡支店,D009,玩具,2025-01-11,548450,153,478
S004,福岡支店,D010,雑貨,2025-01-11,270206,213,429
S005,札幌支店,D001,食品,2025-01-11,405431,120,415
S005,札幌支店,D002,飲料,2025-01-11,414766,163,439
S005,札幌支店,D003,菓子,2025-01-11,229175,142,366
S005,札幌支店,D004,日用品,2025-01-11,257091,159,378
S005,札幌支店,D005,衣類,2025-01-11,362845,186,486
S005,札幌支店,D006,化粧品,2025-01-11,546030,175,583
S005,札幌支店,D007,文具,2025-01-11,352427,131,502
S005,札幌支店,D008,家電,2025-01-11,276092,133,400
S005,札幌支店,D009,玩具,2025-01-11,337727,114,393
S005,札幌支店,D010,雑貨,2025-01-11,363504,117,511
S001,東京本店,D001,食品,2025-01-12,512713,181,475
S001,東京本店,D002,飲料,2025-01-12,267200,141,420
S001,東京本店,D003,菓子,2025-01-12,535305,199,555
S001,東京本店,D004,日用品,2025-01-12,369510,134,495
S001,東京本店,D005,衣類,2025-01-12,340780,188,473
S001,東京本店,D006,化粧品,2025-01-12,324795,175,521
S001,東京本店,D007,文具,2025-01-12,371258,170,476
S001,東京本店,D008,家電,2025-01-12,254058,112,416
S001,東京本店,D009,玩具,2025-01-12,302050,157,503
S001,東京本店,D010,雑貨,2025-01-12,393737,159,448
S002,大阪支店,D001,食品,2025-01-12,310688,152,402
S002,大阪支店,D002,飲料,2025-01-12,407546,140,523
S002,大阪支店,D003,菓子,2025-01-12,381301,133,492
S002,大阪支店,D004,日用品,2025-01-12,276601,212,459
S002,大阪支店,D005,衣類,2025-01-12,355562,166,365
S002,大阪支店,D006,化粧品,2025-01-12,307028,171,452
S002,大阪支店,D007,文具,2025-01-12,314465,141,433
S002,大阪支店,D008,家電,2025-01-12,293317,143,518
S002,大阪支店,D009,玩具,2025-01-12,521501,114,566
S002,大阪支店,D010,雑貨,2025-01-12,406014,127,556
S003,名古屋支店,D001,食品,2025-01-12,346344,176,439
S003,名古屋支店,D002,飲料,2025-01-12,199422,113,395
S003,名古屋支店,D003,菓子,2025-01-12,562830,128,568
S003,名古屋支店,D004,日用品,2025-01-12,381869,162,485
S003,名古屋支店,D005,衣類,2025-01-12,248667,135,498
S003,名古屋支店,D006,化粧品,2025-01-12,328978,120,401
S003,名古屋支店,D007,文具,2025-01-12,291620,149,543
S003,名古屋支店,D008,家電,2025-01-12,168143,141,434
S003,名古屋支店,D009,玩具,2025-01-12,289808,139,402
S003,名古屋支店,D010,雑貨,2025-01-12,290711,214,350
S004,福岡支店,D001,食品,2025-01-12,462466,182,535
S004,福岡支店,D002,飲料,2025-01-12,245671,115,422
S004,福岡支店,D003,菓子,2025-01-12,270976,92,350
S004,福岡支店,D004,日用品,2025-01-12,261233,156,413
S004,福岡支店,D005,衣類,2025-01-12,324540,157,416
S004,福岡支店,D006,化粧品,2025-01-12,346461,135,463
S004,福岡支店,D007,文具,2025-01-12,458874,218,531
S004,福岡支店,D008,家電,2025-01-12,472823,165,586
S004,福岡支店,D009,玩具,2025-01-12,189786,209,372
S004,福岡支店,D010,雑貨,2025-01-12,265007,166,487
S005,札幌支店,D001,食品,2025-01-12,391779,149,478
S005,札幌支店,D002,飲料,2025-01-12,413104,176,445
S005,札幌支店,D003,菓子,2025-01-12,211639,145,346
S005,札幌支店,D004,日用品,2025-01-12,532458,157,555
S005,札幌支店,D005,衣類,2025-01-12,504946,172,552
S005,札幌支店,D006,化粧品,2025-01-12,225428,74,280
S005,札幌支店,D007,文具,2025-01-12,618258,160,565
S005,札幌支店,D008,家電,2025-01-12,203456,164,432
S005,札幌支店,D009,玩具,2025-01-12,379210,105,440
S005,札幌支店,D010,雑貨,2025-01-12,479385,164,509
S001,東京本店,D001,食品,2025-01-13,123738,111,313
S001,東京本店,D002,飲料,2025-01-13,73307,91,251
S001,東京本店,D003,菓子,2025-01-13,171458,97,331
S001,東京本店,D004,日用品,2025-01-13,145276,93,282
S001,東京本店,D005,衣類,2025-01-13,124702,109,288
S001,東京本店,D006,化粧品,2025-01-13,81362,89,181
S001,東京本店,D007,文具,2025-01-13,155364,98,316
S001,東京本店,D008,家電,2025-01-13,91675,132,277
S001,東京本店,D009,玩具,2025-01-13,86521,94,255
S001,東京本店,D010,雑貨,2025-01-13,218458,67,352
S002,大阪支店,D001,食品,2025-01-13,129206,88,258
S002,大阪支店,D002,飲料,2025-01-13,132849,80,275
S002,大阪支店,D003,菓子,2025-01-13,125296,106,383
S002,大阪支店,D004,日用品,2025-01-13,156306,116,301
S002,大阪支店,D005,衣類,2025-01-13,114564,112,321
S002,大阪支店,D006,化粧品,2025-01-13,268394,88,418
S002,大阪支店,D007,文具,2025-01-13,232194,89,425
S002,大阪支店,D008,家電,2025-01-13,115433,140,311
S002,大阪支店,D009,玩具,2025-01-13,111840,77,199
S002,大阪支店,D010,雑貨,2025-01-13,109397,87,208
S003,名古屋支店,D001,食品,2025-01-13,147790,96,290
S003,名古屋支店,D002,飲料,2025-01-13,143270,86,313
S003,名古屋支店,D003,菓子,2025-01-13,117919,109,262
S003,名古屋支店,D004,日用品,2025-01-13,244426,77,331
S003,名古屋支店,D005,衣類,2025-01-13,129152,87,244
S003,名古屋支店,D006,化粧品,2025-01-13,105457,79,290
S003,名古屋支店,D007,文具,2025-01-13,155339,123,315
S003,名古屋支店,D008,家電,2025-01-13,127319,93,292
S003,名古屋支店,D009,玩具,2025-01-13,137372,102,292
S003,名古屋支店,D010,雑貨,2025-01-13,186977,112,324
S004,福岡支店,D001,食品,2025-01-13,204215,96,310
S004,福岡支店,D002,飲料,2025-01-13,241471,69,349
S004,福岡支店,D003,菓子,2025-01-13,140856,114,313
S004,福岡支店,D004,日用品,2025-01-13,114559,96,282
S004,福岡支店,D005,衣類,2025-01-13,139081,109,283
S004,福岡支店,D006,化粧品,2025-01-13,233103,88,376
S004,福岡支店,D007,文具,2025-01-13,133118,83,330
S004,福岡支店,D008,家電,2025-01-13,191995,85,320
S004,福岡支店,D009,玩具,2025-01-13,90671,72,238
S004,福岡支店,D010,雑貨,2025-01-13,160589,97,318
S005,札幌支店,D001,食品,2025-01-13,200002,110,328
S005,札幌支店,D002,飲料,2025-01-13,193062,85,360
S005,札幌支店,D003,菓子,2025-01-13,163653,118,341
S005,札幌支店,D004,日用品,2025-01-13,190377,98,342
S005,札幌支店,D005,衣類,2025-01-13,240041,121,330
S005,札幌支店,D006,化粧品,2025-01-13,167417,120,346
S005,札幌支店,D007,文具,2025-01-13,156195,91,269
S005,札幌支店,D008,家電,2025-01-13,85944,59,232
S005,札幌支店,D009,玩具,2025-01-13,267890,100,370
S005,札幌支店,D010,雑貨,2025-01-13,116519,76,204
S001,東京本店,D001,食品,2025-01-14,159270,107,290
S001,東京本店,D002,飲料,2025-01-14,152839,112,342
S001,東京本店,D003,菓子,2025-01-14,116604,117,320
S001,東京本店,D004,日用品,2025-01-14,195666,73,340
S001,東京本店,D005,衣類,2025-01-14,236200,76,347
S001,東京本店,D006,化粧品,2025-01-14,170302,127,333
S001,東京本店,D007,文具,2025-01-14,196878,110,315
S001,東京本店,D008,家電,2025-01-14,108642,99,239
S001,東京本店,D009,玩具,2025-01-14,165576,85,352
S001,東京本店,D010,雑貨,2025-01-14,179031,78,303
S002,大阪支店,D001,食品,2025-01-14,115861,74,294
S002,大阪支店,D002,飲料,2025-01-14,66036,83,240
S002,大阪支店,D003,菓子,2025-01-14,104650,99,252
S002,大阪支店,D004,日用品,2025-01-14,142734,140,320
S002,大阪支店,D005,衣類,2025-01-14,127348,128,234
S002,大阪支店,D006,化粧品,2025-01-14,135948,101,248
S002,大阪支店,D007,文具,2025-01-14,131086,71,252
S002,大阪支店,D008,家電,2025-01-14,114324,100,198
S002,大阪支店,D009,玩具,2025-01-14,187386,105,358
S002,大阪支店,D010,雑貨,2025-01-14,95192,97,190
S003,名古屋支店,D001,食品,2025-01-14,147459,90,360
S003,名古屋支店,D002,飲料,2025-01-14,149071,86,255
S003,名古屋支店,D003,菓子,2025-01-14,159453,111,294
S003,名古屋支店,D004,日用品,2025-01-14,111007,74,238
S003,名古屋支店,D005,衣類,2025-01-14,137607,126,303
S003,名古屋支店,D006,化粧品,2025-01-14,138391,123,275
S003,名古屋支店,D007,文具,2025-01-14,120017,123,304
S003,名古屋支店,D008,家電,2025-01-14,139196,104,337
S003,名古屋支店,D009,玩具,2025-01-14,133257,97,311
S003,名古屋支店,D010,雑貨,2025-01-14,109097,66,181
S004,福岡支店,D001,食品,2025-01-14,175335,57,311
S004,福岡支店,D002,飲料,2025-01-14,158743,153,327
S004,福岡支店,D003,菓子,2025-01-14,177928,97,353
S004,福岡支店,D004,日用品,2025-01-14,180390,96,331
S004,福岡支店,D005,衣類,2025-01-14,251388,73,367
S004,福岡支店,D006,化粧品,2025-01-14,229531,100,335
S004,福岡支店,D007,文具,2025-01-14,149088,93,298
S004,福岡支店,D008,家電,2025-01-14,215360,90,278
S004,福岡支店,D009,玩具,2025-01-14,234408,99,341
S004,福岡支店,D010,雑貨,2025-01-14,118201,65,294
S005,札幌支店,D001,食品,2025-01-14,125066,112,235
S005,札幌支店,D002,飲料,2025-01-14,124935,123,339
S005,札幌支店,D003,菓子,2025-01-14,186670,89,347
S005,札幌支店,D004,日用品,2025-01-14,126796,87,277
S005,札幌支店,D005,衣類,2025-01-14,221018,124,306
S005,札幌支店,D006,化粧品,2025-01-14,128774,139,288
S005,札幌支店,D007,文具,2025-01-14,142823,112,313
S005,札幌支店,D008,家電,2025-01-14,198562,120,361
S005,札幌支店,D009,玩具,2025-01-14,114220,66,215
S005,札幌支店,D010,雑貨,2025-01-14,207550,76,349
S001,東京本店,D001,食品,2025-01-15,132063,106,265
S001,東京本店,D002,飲料,2025-01-15,174909,113,329
S001,東京本店,D003,菓子,2025-01-15,125384,124,304
S001,東京本店,D004,日用品,2025-01-15,137074,111,277
S001,東京本店,D005,衣類,2025-01-15,182235,73,273
S001,東京本店,D006,化粧品,2025-01-15,257897,103,378
S001,東京本店,D007,文具,2025-01-15,157176,94,291
S001,東京本店,D008,家電,2025-01-15,102856,61,301
S001,東京本店,D009,玩具,2025-01-15,144753,118,322
S001,東京本店,D010,雑貨,2025-01-15,215839,108,330
S002,大阪支店,D001,食品,2025-01-15,129903,78,255
S002,大阪支店,D002,飲料,2025-01-15,161096,109,293
S002,大阪支店,D003,菓子,2025-01-15,211080,76,374
S002,大阪支店,D004,日用品,2025-01-15,140866,101,255
S002,大阪支店,D005,衣類,2025-01-15,174477,119,373
S002,大阪支店,D006,化粧品,2025-01-15,93978,84,326
S002,大阪支店,D007,文具,2025-01-15,232868,91,342
S002,大阪支店,D008,家電,2025-01-15,216231,96,373
S002,大阪支店,D009,玩具,2025-01-15,196173,118,289
S002,大阪支店,D010,雑貨,2025-01-15,171473,100,380
S003,名古屋支店,D001,食品,2025-01-15,154664,99,354
S003,名古屋支店,D002,飲料,2025-01-15,172723,83,381
S003,名古屋支店,D003,菓子,2025-01-15,127169,125,361
S003,名古屋支店,D004,日用品,2025-01-15,165673,118,295
S003,名古屋支店,D005,衣類,2025-01-15,133041,102,360
S003,名古屋支店,D006,化粧品,2025-01-15,225583,63,391
S003,名古屋支店,D007,文具,2025-01-15,167712,92,287
S003,名古屋支店,D008,家電,2025-01-15,172499,113,265
S003,名古屋支店,D009,玩具,2025-01-15,165151,78,294
S003,名古屋支店,D010,雑貨,2025-01-15,116663,106,238
S004,福岡支店,D001,食品,2025-01-15,136798,102,265
S004,福岡支店,D002,飲料,2025-01-15,182821,80,270
S004,福岡支店,D003,菓子,2025-01-15,168013,116,315
S004,福岡支店,D004,日用品,2025-01-15,103637,91,320
S004,福岡支店,D005,衣類,2025-01-15,166383,162,387
S004,福岡支店,D006,化粧品,2025-01-15,110081,87,281
S004,福岡支店,D007,文具,2025-01-15,133175,96,318
S004,福岡支店,D008,家電,2025-01-15,176563,113,358
S004,福岡支店,D009,玩具,2025-01-15,206644,121,337
S004,福岡支店,D010,雑貨,2025-01-15,48640,86,285
S005,札幌支店,D001,食品,2025-01-15,105683,108,287
S005,札幌支店,D002,飲料,2025-01-15,150258,104,299
S005,札幌支店,D003,菓子,2025-01-15,147505,100,205
S005,札幌支店,D004,日用品,2025-01-15,134333,82,234
S005,札幌支店,D005,衣類,2025-01-15,169760,129,324
S005,札幌支店,D006,化粧品,2025-01-15,141040,98,258
S005,札幌支店,D007,文具,2025-01-15,214731,85,303
S005,札幌支店,D008,家電,2025-01-15,181920,81,321
S005,札幌支店,D009,玩具,2025-01-15,168700,104,398
S005,札幌支店,D010,雑貨,2025-01-15,128905,101,288
S001,東京本店,D001,食品,2025-01-16,163624,106,324
S001,東京本店,D002,飲料,2025-01-16,98962,69,183
S001,東京本店,D003,菓子,2025-01-16,109255,73,244
S001,東京本店,D004,日用品,2025-01-16,252164,93,343
S001,東京本店,D005,衣類,2025-01-16,99763,99,195
S001,東京本店,D006,化粧品,2025-01-16,162138,72,245
S001,東京本店,D007,文具,2025-01-16,111307,96,191
S001,東京本店,D008,家電,2025-01-16,165923,120,314
S001,東京本店,D009,玩具,2025-01-16,203117,137,379
S001,東京本店,D010,雑貨,2025-01-16,145172,96,247
S002,大阪支店,D001,食品,2025-01-16,112120,141,249
S002,大阪支店,D002,飲料,2025-01-16,108236,150,273
S002,大阪支店,D003,菓子,2025-01-16,98182,86,222
S002,大阪支店,D004,日用品,2025-01-16,100594,76,274
S002,大阪支店,D005,衣類,2025-01-16,110564,109,274
S002,大阪支店,D006,化粧品,2025-01-16,68399,74,142
S002,大阪支店,D007,文具,2025-01-16,161245,62,304
S002,大阪支店,D008,家電,2025-01-16,207440,107,304
S002,大阪支店,D009,玩具,2025-01-16,129088,82,276
S002,大阪支店,D010,雑貨,2025-01-16,192108,64,305
S003,名古屋支店,D001,食品,2025-01-16,151274,94,288
S003,名古屋支店,D002,飲料,2025-01-16,150084,95,235
S003,名古屋支店,D003,菓子,2025-01-16,130842,107,335
S003,名古屋支店,D004,日用品,2025-01-16,150672,106,347
S003,名古屋支店,D005,衣類,2025-01-16,83270,93,215
S003,名古屋支店,D006,化粧品,2025-01-16,223538,93,323
S003,名古屋支店,D007,文具,2025-01-16,200626,83,404
S003,名古屋支店,D008,家電,2025-01-16,94339,104,185
S003,名古屋支店,D009,玩具,2025-01-16,82506,84,283
S003,名古屋支店,D010,雑貨,2025-01-16,140095,95,317
S004,福岡支店,D001,食品,2025-01-16,140579,89,309
S004,福岡支店,D002,飲料,2025-01-16,178872,99,286
S004,福岡支店,D003,菓子,2025-01-16,117888,92,248
S004,福岡支店,D004,日用品,2025-01-16,168358,79,321
S004,福岡支店,D005,衣類,2025-01-16,87393,84,183
S004,福岡支店,D006,化粧品,2025-01-16,151685,81,286
S004,福岡支店,D007,文具,2025-01-16,135852,111,316
S004,福岡支店,D008,家電,2025-01-16,161062,103,303
S004,福岡支店,D009,玩具,2025-01-16,145962,82,225
S004,福岡支店,D010,雑貨,2025-01-16,150275,89,350
S005,札幌支店,D001,食品,2025-01-16,149694,65,300
S005,札幌支店,D002,飲料,2025-01-16,138589,91,321
